source name	characteristics[organism]	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[biological replicate]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[fraction identifier]	comment[technical replicate]	comment[instrument]	comment[cleavage agent details]	comment[modification parameters]	comment[modification parameters]	comment[collision energy]	comment[dissociation method]	comment[cross-linker]	comment[crosslink enrichment method]	comment[crosslinker concentration]	comment[crosslinker to protein ratio]	comment[crosslinking reaction time]	comment[crosslinking temperature]	comment[data file]	comment[sdrf template]	comment[sdrf template]
PXD042599_eEF1A_S314A_Efm4_metassay_rep1_5ul	Homo sapiens	not available	not available	not available	162	PXD042599_eEF1A_S314A_Efm4_metassay_rep1_5ul_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	not available	not available	NT=DSSO;AC=XLMOD:02126;CL=yes;TA=K,S,T,Y,nterm;MH=54.01;ML=85.98	not available	1 mM	not available	1 hr	30 °C	eEF1A_S314A_Efm4_metassay_rep1_5ul.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0
PXD042599_TEF1_S314D_rep1_eEF1Aband_tryp_1ul	Saccharomyces cerevisiae	not available	not available	not available	163	PXD042599_TEF1_S314D_rep1_eEF1Aband_tryp_1ul_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	not available	not available	NT=DSSO;AC=XLMOD:02126;CL=yes;TA=K,S,T,Y,nterm;MH=54.01;ML=85.98	not available	1 mM	not available	1 hr	30 °C	TEF1_S314D_rep1_eEF1Aband_tryp_1ul.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0
PXD042599_eEF1A_fromEfm4KO_Efm4_V215A_rep1_AspN_2ul	NT=Saccharomyces cerevisiae;AC=NCBITaxon:4932	NT=Homo sapiens;AC=NCBITaxon:9606	not available	not available	164	PXD042599_eEF1A_fromEfm4KO_Efm4_V215A_rep1_AspN_2ul_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	not available	not available	NT=DSSO;AC=XLMOD:02126;CL=yes;TA=K,S,T,Y,nterm;MH=54.01;ML=85.98	not available	1 mM	not available	1 hr	30 °C	eEF1A_fromEfm4KO_Efm4_V215A_rep1_AspN_2ul.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0
PXD042599_eEF1A_fromEfm4KO_Efm4_G217A_rep3_AspN_2ul	NT=Saccharomyces cerevisiae;AC=NCBITaxon:4932	NT=Homo sapiens;AC=NCBITaxon:9606	not available	not available	165	PXD042599_eEF1A_fromEfm4KO_Efm4_G217A_rep3_AspN_2ul_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	3	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	not available	not available	NT=DSSO;AC=XLMOD:02126;CL=yes;TA=K,S,T,Y,nterm;MH=54.01;ML=85.98	not available	1 mM	not available	1 hr	30 °C	eEF1A_fromEfm4KO_Efm4_G217A_rep3_AspN_2ul.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0
PXD042599_Efm4_F210A_clone3_GluC_in-sol_PRM	Saccharomyces cerevisiae	not available	not available	not available	166	PXD042599_Efm4_F210A_clone3_GluC_in-sol_PRM_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	not available	not available	NT=DSSO;AC=XLMOD:02126;CL=yes;TA=K,S,T,Y,nterm;MH=54.01;ML=85.98	not available	1 mM	not available	1 hr	30 °C	Efm4_F210A_clone3_GluC_in-sol_PRM.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0
PXD042599_eEF1A1_eEF1A-KMT2_WT_metassay_rep1_AspN_2ul	Homo sapiens	not available	not available	not available	167	PXD042599_eEF1A1_eEF1A-KMT2_WT_metassay_rep1_AspN_2ul_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	not available	not available	NT=DSSO;AC=XLMOD:02126;CL=yes;TA=K,S,T,Y,nterm;MH=54.01;ML=85.98	not available	1 mM	not available	1 hr	30 °C	eEF1A1_eEF1A-KMT2_WT_metassay_rep1_AspN_2ul.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0
PXD042599_eEF1A_fromEfm4KO_Efm4_Q211A_rep2_AspN_2ul	NT=Saccharomyces cerevisiae;AC=NCBITaxon:4932	NT=Homo sapiens;AC=NCBITaxon:9606	not available	not available	168	PXD042599_eEF1A_fromEfm4KO_Efm4_Q211A_rep2_AspN_2ul_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	2	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	not available	not available	NT=DSSO;AC=XLMOD:02126;CL=yes;TA=K,S,T,Y,nterm;MH=54.01;ML=85.98	not available	1 mM	not available	1 hr	30 °C	eEF1A_fromEfm4KO_Efm4_Q211A_rep2_AspN_2ul.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0
PXD042599_WT_BY4741_rep2_eEF1Aband_tryp_5ul	Saccharomyces cerevisiae	not available	not available	not available	169	PXD042599_WT_BY4741_rep2_eEF1Aband_tryp_5ul_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	2	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	not available	not available	NT=DSSO;AC=XLMOD:02126;CL=yes;TA=K,S,T,Y,nterm;MH=54.01;ML=85.98	not available	1 mM	not available	1 hr	30 °C	WT_BY4741_rep2_eEF1Aband_tryp_5ul.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0
PXD042599_eEF1A_fromEfm4KO_Efm4_10min_metassay_AspN_2ul	NT=Saccharomyces cerevisiae;AC=NCBITaxon:4932	NT=Homo sapiens;AC=NCBITaxon:9606	not available	not available	170	PXD042599_eEF1A_fromEfm4KO_Efm4_10min_metassay_AspN_2ul_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	not available	not available	NT=DSSO;AC=XLMOD:02126;CL=yes;TA=K,S,T,Y,nterm;MH=54.01;ML=85.98	not available	1 mM	not available	1 hr	30 °C	eEF1A_fromEfm4KO_Efm4_10min_metassay_AspN_2ul.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0
PXD042599_eEF1A_fromEfm4KO_Efm4_F212A_rep1_AspN_5ul	NT=Saccharomyces cerevisiae;AC=NCBITaxon:4932	NT=Homo sapiens;AC=NCBITaxon:9606	not available	not available	171	PXD042599_eEF1A_fromEfm4KO_Efm4_F212A_rep1_AspN_5ul_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	not available	not available	NT=DSSO;AC=XLMOD:02126;CL=yes;TA=K,S,T,Y,nterm;MH=54.01;ML=85.98	not available	1 mM	not available	1 hr	30 °C	eEF1A_fromEfm4KO_Efm4_F212A_rep1_AspN_5ul.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0
PXD042599_eEF1A2_eEF1A-KMT2_F220A_metassay_rep1_AspN_2ul	Homo sapiens	not available	not available	not available	172	PXD042599_eEF1A2_eEF1A-KMT2_F220A_metassay_rep1_AspN_2ul_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	not available	not available	NT=DSSO;AC=XLMOD:02126;CL=yes;TA=K,S,T,Y,nterm;MH=54.01;ML=85.98	not available	1 mM	not available	1 hr	30 °C	eEF1A2_eEF1A-KMT2_F220A_metassay_rep1_AspN_2ul.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0
PXD042599_eEF1A_fromEfm4KO_Efm4_S8A_rep1_AspN_2ul	NT=Saccharomyces cerevisiae;AC=NCBITaxon:4932	NT=Homo sapiens;AC=NCBITaxon:9606	not available	not available	173	PXD042599_eEF1A_fromEfm4KO_Efm4_S8A_rep1_AspN_2ul_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	not available	not available	NT=DSSO;AC=XLMOD:02126;CL=yes;TA=K,S,T,Y,nterm;MH=54.01;ML=85.98	not available	1 mM	not available	1 hr	30 °C	eEF1A_fromEfm4KO_Efm4_S8A_rep1_AspN_2ul.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0
PXD042599_eEF1A_fromEfm4KO_Efm4_eEF1B_02uM_AspN_2ul	NT=Saccharomyces cerevisiae;AC=NCBITaxon:4932	NT=Homo sapiens;AC=NCBITaxon:9606	not available	not available	174	PXD042599_eEF1A_fromEfm4KO_Efm4_eEF1B_02uM_AspN_2ul_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	not available	not available	NT=DSSO;AC=XLMOD:02126;CL=yes;TA=K,S,T,Y,nterm;MH=54.01;ML=85.98	not available	1 mM	not available	1 hr	30 °C	eEF1A_fromEfm4KO_Efm4_eEF1B_02uM_AspN_2ul.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0
PXD042599_eEF1A_fromEfm4KO_Efm4_D38A_rep2_AspN_2ul	NT=Saccharomyces cerevisiae;AC=NCBITaxon:4932	NT=Homo sapiens;AC=NCBITaxon:9606	not available	not available	175	PXD042599_eEF1A_fromEfm4KO_Efm4_D38A_rep2_AspN_2ul_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	2	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	not available	not available	NT=DSSO;AC=XLMOD:02126;CL=yes;TA=K,S,T,Y,nterm;MH=54.01;ML=85.98	not available	1 mM	not available	1 hr	30 °C	eEF1A_fromEfm4KO_Efm4_D38A_rep2_AspN_2ul.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0
PXD042599_eEF1A_fromEfm4KO_Efm4_Q216A_rep2_AspN_2ul	NT=Saccharomyces cerevisiae;AC=NCBITaxon:4932	NT=Homo sapiens;AC=NCBITaxon:9606	not available	not available	176	PXD042599_eEF1A_fromEfm4KO_Efm4_Q216A_rep2_AspN_2ul_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	2	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	not available	not available	NT=DSSO;AC=XLMOD:02126;CL=yes;TA=K,S,T,Y,nterm;MH=54.01;ML=85.98	not available	1 mM	not available	1 hr	30 °C	eEF1A_fromEfm4KO_Efm4_Q216A_rep2_AspN_2ul.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0
PXD042599_eEF1A_S314A_Efm4_metassay_rep3_5ul	Homo sapiens	not available	not available	not available	177	PXD042599_eEF1A_S314A_Efm4_metassay_rep3_5ul_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	3	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	not available	not available	NT=DSSO;AC=XLMOD:02126;CL=yes;TA=K,S,T,Y,nterm;MH=54.01;ML=85.98	not available	1 mM	not available	1 hr	30 °C	eEF1A_S314A_Efm4_metassay_rep3_5ul.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0
PXD042599_eEF1A_fromEfm4KO_Efm4_D38A_rep1_AspN_2ul	NT=Saccharomyces cerevisiae;AC=NCBITaxon:4932	NT=Homo sapiens;AC=NCBITaxon:9606	not available	not available	178	PXD042599_eEF1A_fromEfm4KO_Efm4_D38A_rep1_AspN_2ul_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	not available	not available	NT=DSSO;AC=XLMOD:02126;CL=yes;TA=K,S,T,Y,nterm;MH=54.01;ML=85.98	not available	1 mM	not available	1 hr	30 °C	eEF1A_fromEfm4KO_Efm4_D38A_rep1_AspN_2ul.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0
PXD042599_eEF1A_fromEfm4KO_Efm4_V215A_rep3_AspN_2ul	NT=Saccharomyces cerevisiae;AC=NCBITaxon:4932	NT=Homo sapiens;AC=NCBITaxon:9606	not available	not available	179	PXD042599_eEF1A_fromEfm4KO_Efm4_V215A_rep3_AspN_2ul_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	3	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	not available	not available	NT=DSSO;AC=XLMOD:02126;CL=yes;TA=K,S,T,Y,nterm;MH=54.01;ML=85.98	not available	1 mM	not available	1 hr	30 °C	eEF1A_fromEfm4KO_Efm4_V215A_rep3_AspN_2ul.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0
PXD042599_TEF1_S314A_rep2_eEF1Aband_tryp_5ul	Saccharomyces cerevisiae	not available	not available	not available	180	PXD042599_TEF1_S314A_rep2_eEF1Aband_tryp_5ul_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	2	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	not available	not available	NT=DSSO;AC=XLMOD:02126;CL=yes;TA=K,S,T,Y,nterm;MH=54.01;ML=85.98	not available	1 mM	not available	1 hr	30 °C	TEF1_S314A_rep2_eEF1Aband_tryp_5ul.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0
PXD042599_eEF1A-KMT2_A0A494BZY7_pure_5ul	Homo sapiens	not available	not available	not available	181	PXD042599_eEF1A-KMT2_A0A494BZY7_pure_5ul_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	not available	not available	NT=DSSO;AC=XLMOD:02126;CL=yes;TA=K,S,T,Y,nterm;MH=54.01;ML=85.98	not available	1 mM	not available	1 hr	30 °C	eEF1A-KMT2_A0A494BZY7_pure_5ul.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0
PXD042599_eEF1A1_eEF1A-KMT2_F218A_metassay_rep1_AspN_2ul	Homo sapiens	not available	not available	not available	182	PXD042599_eEF1A1_eEF1A-KMT2_F218A_metassay_rep1_AspN_2ul_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	not available	not available	NT=DSSO;AC=XLMOD:02126;CL=yes;TA=K,S,T,Y,nterm;MH=54.01;ML=85.98	not available	1 mM	not available	1 hr	30 °C	eEF1A1_eEF1A-KMT2_F218A_metassay_rep1_AspN_2ul.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0
PXD042599_eEF1A_fromEfm4KO_Efm4_DSSO_XLing_GluC_2ul_sHCD	NT=Saccharomyces cerevisiae;AC=NCBITaxon:4932	NT=Homo sapiens;AC=NCBITaxon:9606	not available	not available	183	PXD042599_eEF1A_fromEfm4KO_Efm4_DSSO_XLing_GluC_2ul_sHCD_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	not available	not available	NT=DSSO;AC=XLMOD:02126;CL=yes;TA=K,S,T,Y,nterm;MH=54.01;ML=85.98	not available	1 mM	not available	1 hr	30 °C	eEF1A_fromEfm4KO_Efm4_DSSO_XLing_GluC_2ul_sHCD.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0
PXD042599_eEF1A2_fromEfm4KO_eEF1A-KMT2_metassay_tryp_1ul	Homo sapiens	not available	not available	not available	184	PXD042599_eEF1A2_fromEfm4KO_eEF1A-KMT2_metassay_tryp_1ul_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	not available	not available	NT=DSSO;AC=XLMOD:02126;CL=yes;TA=K,S,T,Y,nterm;MH=54.01;ML=85.98	not available	1 mM	not available	1 hr	30 °C	eEF1A2_fromEfm4KO_eEF1A-KMT2_metassay_tryp_1ul.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0
PXD042599_eEF1A2_eEF1A-KMT2_WT_metassay_rep2_AspN_2ul	Homo sapiens	not available	not available	not available	185	PXD042599_eEF1A2_eEF1A-KMT2_WT_metassay_rep2_AspN_2ul_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	2	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	not available	not available	NT=DSSO;AC=XLMOD:02126;CL=yes;TA=K,S,T,Y,nterm;MH=54.01;ML=85.98	not available	1 mM	not available	1 hr	30 °C	eEF1A2_eEF1A-KMT2_WT_metassay_rep2_AspN_2ul.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0
PXD042599_Efm4_F212A_clone3_GluC_in-sol_PRM	Saccharomyces cerevisiae	not available	not available	not available	186	PXD042599_Efm4_F212A_clone3_GluC_in-sol_PRM_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	not available	not available	NT=DSSO;AC=XLMOD:02126;CL=yes;TA=K,S,T,Y,nterm;MH=54.01;ML=85.98	not available	1 mM	not available	1 hr	30 °C	Efm4_F212A_clone3_GluC_in-sol_PRM.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0
PXD042599_eEF1A_purf_TEF1-His_dTEF2_rep2_tryp_1-20th_2ul	Homo sapiens	not available	not available	not available	187	PXD042599_eEF1A_purf_TEF1-His_dTEF2_rep2_tryp_1-20th_2ul_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	2	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	not available	not available	NT=DSSO;AC=XLMOD:02126;CL=yes;TA=K,S,T,Y,nterm;MH=54.01;ML=85.98	not available	1 mM	not available	1 hr	30 °C	eEF1A_purf_TEF1-His_dTEF2_rep2_tryp_1-20th_2ul.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0
PXD042599_eEF1A_fromEfm4KO_Efm4_F212A_rep3_AspN_5ul	NT=Saccharomyces cerevisiae;AC=NCBITaxon:4932	NT=Homo sapiens;AC=NCBITaxon:9606	not available	not available	188	PXD042599_eEF1A_fromEfm4KO_Efm4_F212A_rep3_AspN_5ul_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	3	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	not available	not available	NT=DSSO;AC=XLMOD:02126;CL=yes;TA=K,S,T,Y,nterm;MH=54.01;ML=85.98	not available	1 mM	not available	1 hr	30 °C	eEF1A_fromEfm4KO_Efm4_F212A_rep3_AspN_5ul.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0
PXD042599_eEF1A_fromEfm4KO_Efm4_G217A_rep2_AspN_2ul	NT=Saccharomyces cerevisiae;AC=NCBITaxon:4932	NT=Homo sapiens;AC=NCBITaxon:9606	not available	not available	189	PXD042599_eEF1A_fromEfm4KO_Efm4_G217A_rep2_AspN_2ul_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	2	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	not available	not available	NT=DSSO;AC=XLMOD:02126;CL=yes;TA=K,S,T,Y,nterm;MH=54.01;ML=85.98	not available	1 mM	not available	1 hr	30 °C	eEF1A_fromEfm4KO_Efm4_G217A_rep2_AspN_2ul.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0
PXD042599_eEF1A_fromEfm4KO_Efm4_DSSO_XLing_chymo_2ul_sHCD	NT=Saccharomyces cerevisiae;AC=NCBITaxon:4932	NT=Homo sapiens;AC=NCBITaxon:9606	not available	not available	190	PXD042599_eEF1A_fromEfm4KO_Efm4_DSSO_XLing_chymo_2ul_sHCD_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	not available	not available	NT=DSSO;AC=XLMOD:02126;CL=yes;TA=K,S,T,Y,nterm;MH=54.01;ML=85.98	not available	1 mM	not available	1 hr	30 °C	eEF1A_fromEfm4KO_Efm4_DSSO_XLing_chymo_2ul_sHCD.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0
PXD042599_TEF1_S314D_rep2_eEF1Aband_tryp_5ul	Saccharomyces cerevisiae	not available	not available	not available	191	PXD042599_TEF1_S314D_rep2_eEF1Aband_tryp_5ul_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	2	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	not available	not available	NT=DSSO;AC=XLMOD:02126;CL=yes;TA=K,S,T,Y,nterm;MH=54.01;ML=85.98	not available	1 mM	not available	1 hr	30 °C	TEF1_S314D_rep2_eEF1Aband_tryp_5ul.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0
PXD042599_eEF1A_fromEfm4KO_Efm4_G213A_rep1_AspN_2ul	NT=Saccharomyces cerevisiae;AC=NCBITaxon:4932	NT=Homo sapiens;AC=NCBITaxon:9606	not available	not available	192	PXD042599_eEF1A_fromEfm4KO_Efm4_G213A_rep1_AspN_2ul_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	not available	not available	NT=DSSO;AC=XLMOD:02126;CL=yes;TA=K,S,T,Y,nterm;MH=54.01;ML=85.98	not available	1 mM	not available	1 hr	30 °C	eEF1A_fromEfm4KO_Efm4_G213A_rep1_AspN_2ul.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0
