accession,pubmed_id,pmc_id,raw_file_count,organism,taxids,experiment_types,pub_license,Reannotated,Reannotation_QC,spectral_file_types
PXD012940,32414116.0,PMC7279209,0,Triticum aestivum (wheat),4565,HDMSE; Gel-based experiment,CC BY,False,False,GZ;MGF;ZIP
PXD018918,32417403.0,PMC7254474,14,Homo sapiens (human),9606,Shotgun proteomics,CC BY-NC-ND,False,False,GZ;MZML;RAW
PXD012960,32528904.0,PMC7266879,4,Homo sapiens (human),9606,Shotgun proteomics,CC BY,False,False,GZ;MGF;MZML;RAW
PXD015024,31809901.0,,76,Homo sapiens (human),9606,Shotgun proteomics,,False,False,RAW
PXD018859,32461253.0,,0,Bordetella pertussis (strain tohama i / atcc baa-589 / nctc 13251); Escherichia coli,257313; 562,Shotgun proteomics,,False,False,BAF
PXD015103,32419338.0,,149,Jatropha curcas,180498,Shotgun proteomics,,False,False,RAW
PXD018880,32417403.0,PMC7254474,16,Homo sapiens (human),9606,All-ion fragmentation,CC BY-NC-ND,False,False,RAW
PXD019293,0.0,,0,Candida glabrata (yeast) (torulopsis glabrata); Clavispora lusitaniae atcc 42720; Meyerozyma guilliermondii atcc 6260; Candida dubliniensis; Candida parapsilosis; Candida tropicalis mya-3404,5478; 306902; 294746; 42374; 5480; 294747,Shotgun proteomics,,False,False,MGF;YEP
PXD014998,32569299.0,PMC7332102,20,Plasmodium falciparum,5833,Shotgun proteomics,CC BY,False,False,APL;RAW
PXD017837,32671157.0,PMC7339029,132,Bos taurus (bovine),9913,Shotgun proteomics,CC BY,False,False,RAW;ZIP
PXD018331,32295845.0,PMC7272336,6,Trypanosoma brucei,5691,Affinity purification coupled with mass spectrometry proteomics,CC BY,False,False,RAW
PXD012100,,,41,Homo sapiens (human),9606,Shotgun proteomics,,False,False,RAW
PXD016994,0.0,,28,Homo sapiens (human),9606,Shotgun proteomics,,False,False,RAW
PXD009069,,,12,Mus musculus (mouse),10090,Shotgun proteomics,,False,False,RAW
PXD018248,32419461.0,PMC7542658,4,Escherichia coli; Homo sapiens (human),562; 9606,Top-down proteomics,author_manuscript,False,False,RAW
PXD011178,32388983.0,,12,Homo sapiens (human),9606,Shotgun proteomics,,False,False,GZ;RAW
PXD017160,32566407.0,PMC7293186,18,Glycine max,3847,Shotgun proteomics,CC BY,False,False,RAW
PXD018098,32420802.0,PMC7549962,28,Cricetidae,337677,Shotgun proteomics,CC BY,False,False,RAW
PXD016618,32329196.0,PMC7271655,68,Homo sapiens (human),9606,Shotgun proteomics,CC BY,False,False,MGF;RAW
PXD018502,32412768.0,PMC7429342,145,Homo sapiens (human),9606,Shotgun proteomics,author_manuscript,False,False,RAW
PXD016993,32358557.0,PMC7195389,0,Escherichia coli,562,Chemical cross-linking coupled with mass spectrometry proteomics,CC BY,False,False,MGF
PXD018591,32398688.0,PMC7217942,4,Saccharomyces cerevisiae (baker's yeast),4932,Gel-based experiment,CC BY,False,False,GZ;MGF;RAW
PXD013010,32341360.0,PMC7184758,30,Human herpesvirus 1 (strain 17) (hhv-1) (human herpes simplex virus 1); Homo sapiens (human),10299; 9606,Shotgun proteomics,CC BY,False,False,RAW
PXD017010,32358557.0,PMC7195389,0,Escherichia coli,562,HDMSE,CC BY,False,False,ZIP
PXD013219,32321914.0,PMC7176721,76,Homo sapiens (human),9606,Shotgun proteomics,CC BY,False,False,RAW
PXD013407,32341360.0,PMC7184758,87,Herpes simplex virus unknown type; Homo sapiens (human),126283; 9606,Shotgun proteomics,CC BY,False,False,RAW
PXD016373,32418125.0,PMC8217011,12,Staphylococcus aureus,1280,Shotgun proteomics,CC BY,False,False,RAW
PXD013708,32434922.0,PMC8015006,72,Rattus norvegicus (rat),10116,Shotgun proteomics,CC BY,False,False,RAW
PXD012461,,,16,Homo sapiens (human),9606,Shotgun proteomics,,False,False,RAW
PXD017587,32378324.0,PMC7370945,0,Rattus norvegicus (rat); Homo sapiens (human),10116; 9606,Shotgun proteomics,author_manuscript,False,False,MGF
PXD016966,32416165.0,,0,Rattus norvegicus (rat),10116,Shotgun proteomics,,False,False,ZIP
PXD011245,31313956.0,,15,Rattus norvegicus (rat),10116,Shotgun proteomics,,False,False,RAW
PXD015822,32444469.0,,12,Rhizobium cf. leguminosarum,1085791,Shotgun proteomics,,False,False,RAW
PXD008875,32444788.0,PMC7244511,2,Mus musculus (mouse),10090,Gel-based experiment,CC BY,False,False,GZ;MGF;RAW
PXD016842,32434555.0,PMC7238576,32,Equus caballus (horse),9796,Shotgun proteomics,CC BY,False,False,RAW
PXD008893,32444788.0,PMC7244511,27,Escherichia coli; Homo sapiens (human),562; 9606,Shotgun proteomics,CC BY,False,False,RAW
PXD017670,32444788.0,PMC7244511,2,Homo sapiens (human); Mus musculus (mouse),9606; 10090,Gel-based experiment,CC BY,False,False,RAW;ZIP
PXD009228,32444788.0,PMC7244511,36,Mus musculus (mouse),10090,SRM/MRM,CC BY,False,False,GZ;MGF;RAW
PXD016721,32444788.0,PMC7244511,24,Mus musculus (mouse),10090,Shotgun proteomics,CC BY,False,False,RAW;ZIP
PXD018660,32572025.0,PMC7308279,8,Escherichia coli,562,Shotgun proteomics,CC BY,False,False,RAW
PXD017531,32445620.0,PMC7335352,16,Homo sapiens (human),9606,Chemical cross-linking coupled with mass spectrometry proteomics,CC BY,False,False,MGF;RAW
PXD011141,32267142.0,,66,Homo sapiens (human),9606,Shotgun proteomics,,False,False,GZ;MZML;MZXML;RAW
PXD018520,32441514.0,,99,Escherichia coli; Homo sapiens (human),562; 9606,Shotgun proteomics,,False,False,RAW
PXD011117,32267142.0,,44,Homo sapiens (human),9606,Shotgun proteomics,,False,False,RAW
PXD009117,32444788.0,PMC7244511,270,Mus musculus (mouse),10090,Shotgun proteomics,CC BY,False,False,RAW;ZIP
PXD017832,32625174.0,PMC7313396,30,Campylobacter jejuni,197,Shotgun proteomics,CC BY,False,False,RAW
PXD014773,32586320.0,PMC7318434,0,Equus caballus (horse),9796,Shotgun proteomics,CC BY,False,False,GZ;MGF;MZML
PXD014538,32625174.0,PMC7313396,20,Campylobacter fetus subsp. fetus 82-40,360106,Shotgun proteomics,CC BY,False,False,RAW
PXD014313,32589689.0,PMC7347234,119,Plasmodium falciparum (isolate 3d7); Homo sapiens (human),36329; 9606,Shotgun proteomics,CC BY,False,False,RAW
PXD017869,32428081.0,PMC7233268,33,Trypanosoma cruzi dm28c,1416333,Affinity purification coupled with mass spectrometry proteomics,CC BY,False,False,RAW
PXD018270,32587248.0,PMC7316778,28,Homo sapiens (human),9606,Shotgun proteomics,CC BY,False,False,RAW
PXD018776,32422275.0,,0,Trypanosoma cruzi cruzi,85057,Shotgun proteomics,,False,False,ZIP
PXD017129,0.0,,5,Canis familiaris (dog) (canis lupus familiaris),9615,Shotgun proteomics,,False,False,MGF;RAW
PXD016278,32485097.0,PMC7266499,0,Homo sapiens (human),9606,SWATH MS,CC BY,False,False,ZIP
PXD018124,32345368.0,PMC7189544,3,Homo sapiens (human),9606,Shotgun proteomics,CC BY,False,False,GZ;MGF;RAW
PXD018159,32358503.0,PMC7195429,2,Arabidopsis thaliana (mouse-ear cress),3702,Affinity purification coupled with mass spectrometry proteomics,CC BY,False,False,GZ;MGF;RAW
PXD018245,32291306.0,PMC7157824,3,Homo sapiens (human); Mus musculus (mouse),9606; 10090,Shotgun proteomics,CC BY,False,False,MZML;RAW
PXD018141,32344669.0,PMC7226388,8,Arabidopsis thaliana (mouse-ear cress),3702,Shotgun proteomics,CC BY,False,False,RAW
PXD018764,32422593.0,PMC7229326,24,Mus musculus (mouse),10090,Affinity purification coupled with mass spectrometry proteomics,CC BY-NC-ND,False,False,RAW
PXD018131,32404936.0,PMC7220953,18,Mus musculus (mouse),10090,Shotgun proteomics,CC BY,False,False,RAW
PXD018362,32411709.0,PMC7198708,0,Mus musculus (mouse),10090,Shotgun proteomics,CC BY,False,False,ZIP
PXD017584,32412763.0,,19,Escherichia coli,562,Chemical cross-linking coupled with mass spectrometry proteomics; Shotgun proteomics,,False,False,RAW
PXD013796,31699827.0,,28,Homo sapiens (human),9606,Shotgun proteomics,,False,False,RAW
PXD014981,32572255.0,PMC7614975,18,Mus musculus (mouse),10090,Shotgun proteomics,author_manuscript,False,False,RAW
PXD016836,32427840.0,PMC7237503,28,Homo sapiens (human),9606,Shotgun proteomics,CC BY,False,False,RAW
PXD017828,32438588.0,PMC7285479,0,Cuniculiplasma divulgatum; Archaea,1673428; 2157,HDMSE,CC BY,False,False,GZ;MGF;ZIP
PXD019394,21183079.0,PMC3035969,347,Mus musculus (mouse),10090,Shotgun proteomics,author_manuscript,False,False,RAW
PXD003915,31747426.0,PMC6867699,4,Homo sapiens (human),9606,Affinity purification coupled with mass spectrometry proteomics,CC BY,False,False,RAW
PXD004370,31957553.0,PMC6984648,0,Stenotrophomonas maltophilia,40324,Shotgun proteomics,CC BY,False,False,MGF;ZIP
PXD011874,31196865.0,PMC6672052,24,Saccharomyces cerevisiae (baker's yeast),4932,Shotgun proteomics; Gel-based experiment,CC BY-NC,False,False,RAW
PXD003139,26903415.0,PMC4836224,2,Acaryochloris marina (strain mbic 11017),329726,Shotgun proteomics,CC BY,False,False,GZ;MGF;RAW
PXD006504,31038352.0,PMC6918859,1,Sulfurihydrogenibium,212790,Shotgun proteomics,CC BY-NC,False,False,GZ;MGF;RAW
PXD006506,31038352.0,PMC6918859,1,Sulfurihydrogenibium,212790,Shotgun proteomics,CC BY-NC,False,False,GZ;MGF;RAW
PXD005898,29739896.0,,20,Homo sapiens (human),9606,Shotgun proteomics,,False,False,RAW
PXD006553,32001775.0,PMC6992811,18,Homo sapiens (human),9606,Shotgun proteomics,CC BY,False,False,RAW
PXD004323,31038352.0,PMC6918859,0,Sulfurihydrogenibium,212790,Gel-based experiment,CC BY-NC,False,False,MGF;ZIP
PXD007925,30454645.0,PMC6247954,12,Mus musculus (mouse),10090,Shotgun proteomics,author_manuscript,False,False,MGF;RAW
PXD007068,31922467.0,PMC7067036,21,Sodalis glossinidius,63612,Shotgun proteomics,CC BY,False,False,MGF;RAW
PXD008320,31889914.0,PMC6935500,3,Homo sapiens (human),9606,Gel-based experiment,CC BY,False,False,RAW
PXD006449,31780802.0,PMC6882817,20,Homo sapiens (human),9606,Shotgun proteomics,CC BY,False,False,RAW
PXD008319,31889914.0,PMC6935500,20,Homo sapiens (human),9606,Shotgun proteomics,CC BY,False,False,RAW
PXD005308,30145203.0,PMC6181132,0,Homo sapiens (human),9606,Shotgun proteomics,author_manuscript,False,False,MZML
PXD006905,30827088.0,PMC6688183,94,Danio rerio (zebrafish) (brachydanio rerio); Xenopus laevis (african clawed frog),7955; 8355,Shotgun proteomics,author_manuscript,False,False,RAW
PXD009325,32066653.0,PMC7026086,70,Homo sapiens (human),9606,Shotgun proteomics,CC BY,False,False,RAW
PXD009375,31882451.0,PMC6969544,4,Chlamydomonas reinhardtii,3055,Shotgun proteomics,CC BY,False,False,RAW
PXD009490,32363013.0,PMC7178829,26,Homo sapiens (human),9606,Shotgun proteomics,CC BY-NC,False,False,RAW
PXD008318,31889914.0,PMC6935500,20,Homo sapiens (human),9606,Shotgun proteomics,CC BY,False,False,RAW
PXD009584,31684873.0,PMC6829946,3,Carya cathayensis,139927,Shotgun proteomics,CC BY,False,False,RAW
PXD009573,30454645.0,PMC6247954,5,Homo sapiens (human),9606,Shotgun proteomics,author_manuscript,False,False,MZML;RAW
PXD007562,30951861.0,PMC7111284,35,Homo sapiens (human),9606,SWATH MS; Shotgun proteomics,NO-CC CODE,False,False,RAW;SCAN;WIFF
PXD009514,31227602.0,PMC6633259,10,Danio rerio (zebrafish) (brachydanio rerio),7955,Chemical cross-linking coupled with mass spectrometry proteomics; Shotgun proteomics,CC BY-NC,False,False,RAW
PXD014375,31711375.0,PMC6853220,10,Vibrio alginolyticus,663,Shotgun proteomics,CC BY,False,False,RAW
PXD009488,32098331.0,PMC7168268,0,Homo sapiens (human),9606,SWATH MS; Shotgun proteomics,CC BY,False,False,SCAN;WIFF
PXD009905,31559909.0,PMC6948980,9,Homo sapiens (human),9606,Affinity purification coupled with mass spectrometry proteomics,CC BY-NC-ND,False,False,RAW
PXD009736,30545941.0,,18,Escherichia coli,562,Shotgun proteomics,,False,False,GZ;MGF;RAW
PXD010211,31969984.0,PMC6962202,0,Bacillus cereus (strain atcc 14579 / dsm 31),226900,Shotgun proteomics,CC BY,False,False,MGF;SCAN;WIFF
PXD010082,31662455.0,PMC6819659,13,Mus musculus (mouse),10090,Shotgun proteomics,NO-CC CODE,False,False,RAW
PXD010193,31085176.0,PMC6945775,24,Homo sapiens (human),9606,Affinity purification coupled with mass spectrometry proteomics,author_manuscript,False,False,DTA;GZ;MGF;RAW
PXD010657,32023468.0,PMC7003064,8,Mus musculus (mouse),10090,Shotgun proteomics,CC BY-NC-ND,False,False,RAW
PXD010685,31751591.0,PMC7114126,9,Sus scrofa (pig),9823,Shotgun proteomics,NO-CC CODE,False,False,RAW
PXD010506,31758065.0,PMC6874669,18,Homo sapiens (human),9606,Shotgun proteomics,CC BY,False,False,RAW
PXD010612,32171124.0,PMC7068643,48,Homo sapiens (human),9606,Affinity purification coupled with mass spectrometry proteomics,CC BY-NC-ND,False,False,RAW
PXD010431,31876091.0,PMC7065180,52,Aspergillus niger,5061,Shotgun proteomics,CC BY-NC,False,False,GZ;MGF;RAW
PXD011875,31196865.0,PMC6672052,24,Saccharomyces cerevisiae (baker's yeast),4932,Shotgun proteomics; Gel-based experiment,CC BY-NC,False,False,RAW
PXD010913,32070333.0,PMC7027246,0,Gyrodactylus kobayashii; Apis mellifera (honeybee),89149; 7460,Shotgun proteomics,CC BY,False,False,TAR
PXD010610,30938511.0,PMC7138413,60,Mus musculus (mouse),10090,Shotgun proteomics,author_manuscript,False,False,GZ;MGF;RAW
PXD008986,31959767.0,PMC6971036,288,Canis familiaris (dog) (canis lupus familiaris),9615,Shotgun proteomics,CC BY,False,False,GZ;MGF;MZML;RAW
PXD010852,31836722.0,PMC6910998,23,Homo sapiens (human),9606,Shotgun proteomics,CC BY,False,False,RAW
PXD011361,30581045.0,PMC6365180,14,Homo sapiens (human),9606,Shotgun proteomics,author_manuscript,False,False,GZ;MGF;RAW
PXD010726,31389636.0,PMC6851703,16,Mycobacterium tuberculosis h37rv,83332,Shotgun proteomics,CC BY,False,False,RAW
PXD010881,31788966.0,PMC7002100,21,Candida albicans (yeast),5476,Shotgun proteomics,CC BY,False,False,MGF;RAW
PXD011250,31759822.0,PMC7014570,14,Homo sapiens (human),9606,Chemical cross-linking coupled with mass spectrometry proteomics,CC BY-NC-ND,False,False,RAW
PXD011541,32123828.0,PMC6996400,8,Homo sapiens (human),9606,Shotgun proteomics,CC BY,False,False,RAW
PXD011379,32411020.0,PMC7201100,0,Neoseiulus barkeri,573039,Chemical cross-linking coupled with mass spectrometry proteomics,CC BY,False,False,GZ
PXD011471,30404448.0,PMC6465122,43,Homo sapiens (human),9606,Shotgun proteomics,author_manuscript,False,False,RAW
PXD016190,32079660.0,PMC7132798,32,Mus musculus (mouse),10090,Gel-based experiment,CC BY,False,False,RAW
PXD011830,32260483.0,PMC7232346,0,Sus scrofa domesticus (domestic pig),9825,Shotgun proteomics,CC BY,False,False,GZ
PXD011831,32260483.0,PMC7232346,0,Sus scrofa domesticus (domestic pig),9825,Shotgun proteomics,CC BY,False,False,GZ
PXD011876,31196865.0,PMC6672052,15,Saccharomyces cerevisiae (baker's yeast),4932,Shotgun proteomics; Gel-based experiment,CC BY-NC,False,False,RAW
PXD011828,32260483.0,PMC7232346,0,Sus scrofa domesticus (domestic pig),9825,Shotgun proteomics,CC BY,False,False,GZ
PXD011877,31196865.0,PMC6672052,15,Saccharomyces cerevisiae (baker's yeast),4932,Shotgun proteomics; Gel-based experiment,CC BY-NC,False,False,RAW
PXD011878,31196865.0,PMC6672052,10,Saccharomyces cerevisiae (baker's yeast),4932,Shotgun proteomics; Gel-based experiment,CC BY-NC,False,False,RAW
PXD011220,31922548.0,PMC6981350,0,Komagataella pastoris (yeast) (pichia pastoris),4922,Shotgun proteomics,CC BY-NC,False,False,ZIP
PXD011816,32260483.0,PMC7232346,0,Sus scrofa domesticus (domestic pig),9825,Shotgun proteomics,CC BY,False,False,GZ
PXD011829,32260483.0,PMC7232346,0,Sus scrofa domesticus (domestic pig),9825,Shotgun proteomics,CC BY,False,False,GZ
PXD012015,31890553.0,PMC6924291,0,Escherichia coli,562,Shotgun proteomics,CC BY-NC-ND,False,False,RAR
PXD011915,31196865.0,PMC6672052,10,Saccharomyces cerevisiae (baker's yeast),4932,Shotgun proteomics; Gel-based experiment,CC BY-NC,False,False,RAW
PXD011916,31196865.0,PMC6672052,49,Saccharomyces cerevisiae (baker's yeast),4932,Shotgun proteomics; Gel-based experiment,CC BY-NC,False,False,RAW
PXD012002,30664790.0,PMC6948102,18,Homo sapiens (human),9606,Shotgun proteomics,author_manuscript,False,False,MGF;RAW
PXD012350,30735346.0,PMC6943928,24,Homo sapiens (human),9606,Chemical cross-linking coupled with mass spectrometry proteomics; Gel-based experiment,author_manuscript,False,False,RAW
PXD012202,32390785.0,PMC7197159,192,Homo sapiens (human),9606,SRM/MRM; Affinity purification coupled with mass spectrometry proteomics,CC BY,False,False,RAW
PXD012512,31801946.0,PMC6892852,24,Homo sapiens (human),9606,Affinity purification coupled with mass spectrometry proteomics,CC BY,False,False,RAW
PXD007690,30474317.0,PMC6484431,0,Rattus norvegicus (rat),10116,Shotgun proteomics; HDMSE,author_manuscript,False,False,GZ;MGF;MZML;ZIP
PXD012443,31772286.0,PMC6879589,4,Camellia sinensis,4442,Shotgun proteomics,CC BY,False,False,RAW
PXD012748,31271254.0,PMC7231428,35,Homo sapiens (human),9606,Shotgun proteomics,author_manuscript,False,False,MGF;RAW
PXD016197,32058951.0,PMC6997871,1,Mus musculus (mouse),10090,Shotgun proteomics,CC BY,False,False,MZDATA;RAW
PXD012667,32296090.0,PMC7160123,112,Homo sapiens (human),9606,Shotgun proteomics,CC BY,False,False,RAW
PXD012837,31941886.0,PMC6962326,2,Homo sapiens (human),9606,Affinity purification coupled with mass spectrometry proteomics,CC BY,False,False,RAW
PXD012805,31086302.0,PMC6639018,40,Homo sapiens (human),9606,Affinity purification coupled with mass spectrometry proteomics,NO-CC CODE,False,False,RAW
PXD007767,31784980.0,PMC7065084,511,Homo sapiens (human),9606,Shotgun proteomics,CC BY,False,False,RAW
PXD012799,31110358.0,PMC6656605,3,Sulfolobus islandicus lal14/1,1241935,Gel-based experiment,NO-CC CODE,False,False,RAW
PXD012908,30914485.0,PMC6934085,13,Mus musculus (mouse),10090,Shotgun proteomics; Affinity purification coupled with mass spectrometry proteomics,author_manuscript,False,False,RAW
PXD013988,31227503.0,PMC6744978,8,Homo sapiens (human),9606,Affinity purification coupled with mass spectrometry proteomics,author_manuscript,False,False,DTA;GZ;MGF;RAW
PXD015768,31907603.0,PMC7096369,0,Homo sapiens (human),9606,Shotgun proteomics,CC BY,False,False,SCAN;WIFF
PXD014095,32053710.0,PMC7018057,16,Capra hircus (goat); Ovis aries,9925; 9940,SWATH MS,CC BY,False,False,RAW
PXD013360,31906144.0,PMC6982014,15,Populus yunnanensis,242124,Shotgun proteomics,CC BY,False,False,RAW
PXD012724,32160905.0,PMC7066843,273,Escherichia coli,562,Shotgun proteomics,CC BY,False,False,RAW
PXD012238,31727875.0,PMC6856180,180,Mus musculus (mouse),10090,Shotgun proteomics,CC BY,False,False,RAW
PXD012954,32284990.0,PMC7141832,110,Homo sapiens (human),9606,Shotgun proteomics,CC BY-NC,False,False,RAW
PXD013440,31190665.0,PMC6939172,0,Onchocerca ochengi (filarial nematode worm),42157,Shotgun proteomics,CC BY,False,False,MGF;ZIP
PXD013725,31780689.0,PMC6882848,60,Staphylococcus pseudintermedius,283734,Gel-based experiment,CC BY,False,False,RAW
PXD009384,32282884.0,,435,Mus musculus (mouse),10090,Shotgun proteomics,,False,False,RAW
PXD012030,31557040.0,PMC6832669,0,Peptoclostridium difficile (strain 630) (clostridium difficile),272563,Shotgun proteomics,NO-CC CODE,False,False,BAF;MGF
PXD013334,31956895.0,PMC7049684,24,Homo sapiens (human),9606,Shotgun proteomics; Affinity purification coupled with mass spectrometry proteomics,CC BY-NC,False,False,RAW
PXD012953,32082487.0,PMC7007292,20,Homo sapiens (human),9606,Shotgun proteomics,CC BY,False,False,RAW
PXD013969,31561554.0,PMC6843354,0,Escherichia coli; Homo sapiens (human),562; 9606,Chemical cross-linking coupled with mass spectrometry proteomics; Shotgun proteomics; All-ion fragmentation,CC BY,False,False,MZML
PXD013508,31784530.0,PMC6884549,3,Mus musculus (mouse),10090,Shotgun proteomics,CC BY,False,False,RAW
PXD013423,31081165.0,PMC6893913,12,Mus musculus (mouse),10090,Shotgun proteomics,author_manuscript,False,False,RAW;ZIP
PXD013753,31862015.0,PMC6925519,20,Homo sapiens (human),9606,Shotgun proteomics,CC BY,False,False,RAW
PXD013434,31897430.0,PMC6920028,80,Rattus norvegicus (rat),10116,Gel-based experiment,CC BY-NC,False,False,RAW
PXD014259,32322166.0,PMC7157801,9,Mus musculus (mouse),10090,Shotgun proteomics,CC BY,False,False,RAW
PXD014547,31557021.0,PMC6874829,2,Amaranthus tricolor,29722,Top-down proteomics; Shotgun proteomics,author_manuscript,False,False,MGF;RAW;SCAN;WIFF
PXD013509,31848428.0,PMC6917788,63,Mycobacterium tuberculosis,1773,Shotgun proteomics,CC BY,False,False,MGF;RAW
PXD013349,31895944.0,PMC6959601,2,Homo sapiens (human),9606,Affinity purification coupled with mass spectrometry proteomics,CC BY,False,False,MGF;RAW;SCAN;WIFF
PXD014126,32106110.0,,105,Homo sapiens (human),9606,Shotgun proteomics,,False,False,RAW
PXD014918,31667593.0,PMC7064626,15,Equus caballus (horse); Homo sapiens (human); Bos taurus (bovine),9796; 9606; 9913,Shotgun proteomics,CC BY,False,False,MGF;RAW
PXD013481,31827534.0,PMC6885794,19,Homo sapiens (human),9606,Shotgun proteomics,CC BY,False,False,RAW
PXD014450,32264835.0,PMC7137321,12,Staphylococcus haemolyticus,1283,Shotgun proteomics,CC BY,False,False,RAW
PXD014019,31667643.0,PMC7160098,24,Homo sapiens (human),9606,Shotgun proteomics,CC BY,False,False,GZ;MZML;RAW
PXD014145,32095117.0,PMC7027090,12,Homo sapiens (human),9606,Shotgun proteomics,CC BY,False,False,RAW
PXD016093,32158520.0,PMC7049881,0,Rattus norvegicus (rat),10116,Shotgun proteomics,CC BY-NC,False,False,ZIP
PXD013301,31731787.0,PMC6891510,51,Homo sapiens (human),9606,Shotgun proteomics,CC BY,False,False,GZ;MGF;MZML;RAW
PXD015247,31681627.0,PMC6798089,10,Tachaea chinensis,1862870,SRM/MRM,CC BY,False,False,RAW
PXD014874,31817645.0,PMC6950369,0,Homo sapiens (human),9606,SWATH MS,CC BY,False,False,SCAN;WIFF
PXD014228,31712630.0,PMC6848153,24,Danio rerio (zebrafish) (brachydanio rerio),7955,Shotgun proteomics,CC BY,False,False,RAW
PXD015244,31487112.0,PMC7003903,9,Staphylococcus aureus,1280,Shotgun proteomics,CC BY-NC,False,False,RAW
PXD016026,32164165.0,PMC7140714,18,Arabidopsis thaliana (mouse-ear cress),3702,Affinity purification coupled with mass spectrometry proteomics,CC BY,False,False,RAR;RAW
